Date,Handy_Odessa_Agioi_30,Handy_Fawley_Rotterdam_30,Handy_Lavera_Augusta_30
2011-05-06T00:00:00Z,15492.40623,28159.68198,23157.79936
2011-05-13T00:00:00Z,12491.8107,27124.19425,20731.85888
2011-05-20T00:00:00Z,12066.59989,27078.29752,20320.06697
2011-05-27T00:00:00Z,12525.08181,26897.60089,21283.31396
2011-06-03T00:00:00Z,11760.97992,26825.04217,20428.5721
2011-06-10T00:00:00Z,9093.15773,24382.32426,17660.27065
2011-06-17T00:00:00Z,9653.74077,24555.65173,18744.02663
2011-06-24T00:00:00Z,14641.47217,25744.6921,22955.41986
2011-07-01T00:00:00Z,13858.42611,26685.73705,22110.71444
2011-07-08T00:00:00Z,15317.34967,25488.77161,22587.17829
2011-07-15T00:00:00Z,12312.42206,24725.43799,20919.961
2011-07-22T00:00:00Z,10132.77126,23762.09205,16672.85126
2011-07-29T00:00:00Z,8531.93293,23632.28995,16561.67195
2011-08-05T00:00:00Z,6606.70141,22527.83046,15619.27551
2011-08-12T00:00:00Z,5761.16597,22525.74408,14381.20236
2011-08-19T00:00:00Z,5510.16788,22776.79519,13045.79116
2011-08-26T00:00:00Z,5864.42131,20673.24518,14915.8473
2011-09-02T00:00:00Z,5777.83266,20435.54969,13769.46914
2011-09-09T00:00:00Z,6134.35306,19505.50308,14133.19873
2011-09-16T00:00:00Z,5964.87639,19248.13655,14033.81133
2011-09-23T00:00:00Z,5562.68323,22720.42259,14132.40964
2011-09-30T00:00:00Z,8087.12588,24663.48707,16239.63165
2011-10-07T00:00:00Z,11896.94196,24387.72491,17693.25467
2011-10-14T00:00:00Z,13737.22036,23380.10594,19445.28729
2011-10-21T00:00:00Z,16661.95172,26762.88543,22912.59952
2011-10-28T00:00:00Z,15635.24199,26099.98984,21849.34071
2011-11-04T00:00:00Z,15667.20875,25712.37967,21888.39128
2011-11-11T00:00:00Z,13836.10218,24202.62683,21465.54967
2011-11-18T00:00:00Z,12948.37764,23817.75921,20025.2735
2011-11-25T00:00:00Z,14952.04058,25237.56746,21167.75267
2011-12-02T00:00:00Z,14289.85856,10553.30273,11417.6346
2011-12-09T00:00:00Z,13473.2102,9203.92153,10108.61063
2011-12-16T00:00:00Z,17643.34092,10700.43838,12894.15793
2011-12-23T00:00:00Z,21678.74116,14155.233,16043.08145
2011-12-30T00:00:00Z,21947.20813,14381.54314,18826.30795
2012-01-06T00:00:00Z,20417.29501,16525.15215,16904.94654
2012-01-13T00:00:00Z,24636.98725,20967.18926,20740.35024
2012-01-20T00:00:00Z,26968.24313,25643.08864,22630.99929
2012-01-27T00:00:00Z,27652.04923,28037.61762,26832.24143
2012-02-03T00:00:00Z,25806.43758,26780.6608,25928.2821
2012-02-10T00:00:00Z,20178.51731,26156.18899,19981.10776
2012-02-17T00:00:00Z,22303.78528,22180.69598,19890.07224
2012-02-24T00:00:00Z,22016.08437,22664.05952,19538.61716
2012-03-02T00:00:00Z,20461.12402,23316.29608,18845.97099
2012-03-09T00:00:00Z,21958.83299,23128.42732,19832.23688
2012-03-16T00:00:00Z,21845.15323,17992.59831,18544.45111
2012-03-23T00:00:00Z,20867.82438,17611.94918,18686.16403
2012-03-30T00:00:00Z,19678.46723,23242.0732,17422.33871
2012-04-06T00:00:00Z,19141.93288,20814.70968,16359.71354
2012-04-13T00:00:00Z,14517.46555,21136.96142,12728.64493
2012-04-20T00:00:00Z,13529.38109,19048.6511,11694.10478
2012-04-27T00:00:00Z,13523.01983,19074.23119,11687.0368
2012-05-04T00:00:00Z,12436.90771,16809.20809,10023.89974
2012-05-11T00:00:00Z,9590.68679,15105.27635,8856.51659
2012-05-18T00:00:00Z,7520.38241,10629.86426,7286.89499
2012-05-25T00:00:00Z,7412.61987,10239.07527,7258.16333
2012-06-01T00:00:00Z,5248.68218,8264.71525,5516.80363
2012-06-08T00:00:00Z,5938.26588,8192.74058,6339.51602
2012-06-15T00:00:00Z,5741.06665,8272.55938,6120.40872
2012-06-22T00:00:00Z,6225.6459,8038.03568,6683.54974
2012-06-29T00:00:00Z,12421.26509,9744.26666,13788.67118
2012-07-06T00:00:00Z,10567.95057,10896.87465,11021.31273
2012-07-13T00:00:00Z,8153.73546,12542.41604,7963.77536
2012-07-20T00:00:00Z,12074.62948,13579.07713,10291.57925
2012-07-27T00:00:00Z,15055.31809,15461.32887,13985.58795
2012-08-03T00:00:00Z,10929.98246,12123.67712,11007.99004
2012-08-10T00:00:00Z,7743.8289,8138.74793,7015.74823
2012-08-17T00:00:00Z,7335.42439,7378.11991,6533.71226
2012-08-24T00:00:00Z,11651.21902,6660.54053,9283.33307
2012-08-31T00:00:00Z,10137.35582,6837.86307,8863.38902
2012-09-07T00:00:00Z,7838.8689,6462.27897,7439.08752
2012-09-14T00:00:00Z,7728.62085,9661.37124,6722.42985
2012-09-21T00:00:00Z,7576.67116,12686.49921,7199.90695
2012-09-28T00:00:00Z,13189.94362,11482.83662,13088.4172
2012-10-05T00:00:00Z,18210.23254,13540.84639,16458.74527
2012-10-12T00:00:00Z,20507.69871,12132.06461,19337.10956
2012-10-19T00:00:00Z,22500.5821,12395.67619,22634.85179
2012-10-26T00:00:00Z,22181.93517,13298.25689,23502.19869
2012-11-02T00:00:00Z,22385.81654,12920.89948,21385.4113
2012-11-09T00:00:00Z,17545.24745,14819.27928,17490.21245
2012-11-16T00:00:00Z,18133.63457,14674.94645,17554.88439
2012-11-23T00:00:00Z,21950.74155,13490.33566,20929.4206
2012-11-30T00:00:00Z,29283.52343,14206.91935,28088.08193
2012-12-07T00:00:00Z,28070.82776,18052.73488,27339.98591
2012-12-14T00:00:00Z,24890.1101,23254.96551,24019.87324
2012-12-21T00:00:00Z,23753.42874,22480.79715,22825.8795
2012-12-28T00:00:00Z,22565.21549,21958.80929,22712.08511
2013-01-04T00:00:00Z,20129.79568,19406.84973,19036.74503
2013-01-11T00:00:00Z,15806.54523,13320.60819,15654.22489
2013-01-18T00:00:00Z,17035.25281,14048.52094,16933.93809
2013-01-25T00:00:00Z,20431.0035,15631.92493,20499.90023
2013-02-01T00:00:00Z,16349.16027,17652.70687,14174.56489
2013-02-08T00:00:00Z,15382.53028,20861.02422,13691.82216
2013-02-15T00:00:00Z,17574.05582,22465.1829,15984.07895
2013-02-22T00:00:00Z,17791.30148,21158.95016,16848.16703
2013-03-01T00:00:00Z,27173.54003,20890.6803,22284.45576
2013-03-08T00:00:00Z,25565.68504,18602.04278,20622.69044
2013-03-15T00:00:00Z,19536.6114,15480.23787,17943.08045
2013-03-22T00:00:00Z,16088.68707,13194.82315,16095.42745
2013-03-29T00:00:00Z,16658.99332,10816.30613,16696.94025
2013-04-05T00:00:00Z,17279.86882,11625.70413,17508.43913
2013-04-12T00:00:00Z,20131.40007,11048.9885,18711.46472
2013-04-19T00:00:00Z,24117.52125,11746.01374,21843.39688
2013-04-26T00:00:00Z,21190.29657,15006.85638,19968.88549
2013-05-03T00:00:00Z,17870.23931,16465.36875,16835.28345
2013-05-10T00:00:00Z,15941.11225,14361.12739,15948.93129
2013-05-17T00:00:00Z,15447.14118,12199.16768,14229.20864
2013-05-24T00:00:00Z,14940.76847,12211.21447,12502.77139
2013-05-31T00:00:00Z,13595.31195,12222.84258,11645.3979
2013-06-07T00:00:00Z,10808.67687,12386.49428,10100.02639
2013-06-14T00:00:00Z,8956.84763,11216.61302,9320.75403
2013-06-21T00:00:00Z,8917.7174,9898.40561,8534.26674
2013-06-28T00:00:00Z,8577.37934,10139.04947,8931.28055
2013-07-05T00:00:00Z,8027.30079,9925.27425,8295.47811
2013-07-12T00:00:00Z,7814.63073,10282.67419,8026.68303
2013-07-19T00:00:00Z,12727.53265,9130.76286,10165.84745
2013-07-26T00:00:00Z,12259.64841,12076.27433,10293.7778
2013-08-02T00:00:00Z,10599.61978,11800.92907,8992.84496
2013-08-09T00:00:00Z,16279.52503,13134.21256,12570.53992
2013-08-16T00:00:00Z,15146.09682,14002.36983,13170.14439
2013-08-23T00:00:00Z,15205.77562,12861.09795,13261.88666
2013-08-30T00:00:00Z,11330.88596,11427.15301,10867.0664
2013-09-06T00:00:00Z,9254.84667,9217.91736,8745.12228
2013-09-13T00:00:00Z,8203.93364,9262.00919,7655.89109
2013-09-20T00:00:00Z,9293.9769,9844.88191,7606.76862
2013-09-27T00:00:00Z,9293.9769,12964.08325,8208.28142
2013-10-04T00:00:00Z,8203.93364,13639.33369,7403.81256
2013-10-11T00:00:00Z,7319.37615,10269.48586,5317.58726
2013-10-18T00:00:00Z,5416.01503,7800.3716,3865.41557
2013-10-25T00:00:00Z,7799.98293,6896.81562,5805.30566
2013-11-01T00:00:00Z,9549.39015,7204.42634,7496.95737
2013-11-08T00:00:00Z,10260.286,10440.73912,8268.80838
2013-11-15T00:00:00Z,10868.75985,13206.26643,1694.57551
2013-11-22T00:00:00Z,10133.38157,11375.92779,8134.87019
2013-11-29T00:00:00Z,8383.33259,9987.99921,6867.17267
2013-12-06T00:00:00Z,11816.60911,11074.46071,9368.07248
2013-12-13T00:00:00Z,18141.18888,14598.91493,14244.14001
2013-12-20T00:00:00Z,19903.63952,16996.02286,17323.09051
2013-12-27T00:00:00Z,23147.04071,16954.63311,21929.86814
2014-01-03T00:00:00Z,25425.29805,19426.55541,24709.59515
2014-01-10T00:00:00Z,29011.21204,25316.96265,25007.86371
2014-01-17T00:00:00Z,30202.81066,29350.34114,28081.02383
2014-01-24T00:00:00Z,31784.56238,30912.56121,31526.52583
2014-01-31T00:00:00Z,31125.63174,33665.87285,30227.00607
2014-02-07T00:00:00Z,31202.2878,34518.80296,29909.71213
2014-02-14T00:00:00Z,28934.55598,28094.90992,28658.60807
2014-02-21T00:00:00Z,19879.88089,19402.21575,19597.45023
2014-02-28T00:00:00Z,16069.52758,13807.33845,13779.08397
2014-03-07T00:00:00Z,14576.5127,12253.13727,12589.98914
2014-03-14T00:00:00Z,16887.95036,12434.72404,15085.97748
2014-03-21T00:00:00Z,22448.35703,13045.71709,18047.49894
2014-03-28T00:00:00Z,24688.37681,16937.50353,22211.99162
2014-04-04T00:00:00Z,21391.78894,15392.85516,19330.28296
2014-04-11T00:00:00Z,17958.8662,14807.3296,14463.33869
2014-04-18T00:00:00Z,13475.57619,13553.76289,12047.3598
2014-04-25T00:00:00Z,10664.05826,12513.33013,9638.80227
2014-05-02T00:00:00Z,10176.70052,11312.71021,8514.70185
2014-05-09T00:00:00Z,10241.45708,11946.87681,7990.61061
2014-05-16T00:00:00Z,6815.21648,12423.82992,6104.236
2014-05-23T00:00:00Z,10030.57268,14598.00531,7141.88723
2014-05-30T00:00:00Z,13463.49542,12318.13021,12008.83151
2014-06-06T00:00:00Z,10223.33592,10357.57355,9313.40651
2014-06-13T00:00:00Z,9652.82123,9157.5454,8097.99572
2014-06-20T00:00:00Z,11515.44064,9568.80409,10610.80679
2014-06-27T00:00:00Z,14968.2702,14703.21873,14303.54657
2014-07-04T00:00:00Z,18464.80559,13583.58355,16836.49394
2014-07-11T00:00:00Z,16362.10415,11587.80556,15223.57925
2014-07-18T00:00:00Z,16403.84306,9965.65058,11733.26625
2014-07-25T00:00:00Z,22373.96794,15601.58162,19845.19408
2014-08-01T00:00:00Z,17897.19964,14844.83727,17622.67448
2014-08-08T00:00:00Z,16964.90648,16152.30143,16668.1426
2014-08-15T00:00:00Z,18178.37884,16699.24135,16776.91877
2014-08-22T00:00:00Z,17665.25516,17883.04995,16842.79227
2014-08-29T00:00:00Z,15445.46307,17840.5836,14477.59677
2014-09-05T00:00:00Z,12705.38384,15839.88736,12338.447
2014-09-12T00:00:00Z,11318.04141,11664.20613,12097.64018
2014-09-19T00:00:00Z,8039.07255,9989.11069,8616.44491
2014-09-26T00:00:00Z,6992.59749,9620.01227,7542.1108
2014-10-03T00:00:00Z,5346.91224,9637.72469,6773.85712
2014-10-10T00:00:00Z,4753.5518,9858.5814,6207.21579
2014-10-17T00:00:00Z,6584.1857,11352.989,7060.35583
2014-10-24T00:00:00Z,7488.08342,15674.99446,8002.41267
2014-10-31T00:00:00Z,13544.65733,16543.99437,12056.46826
2014-11-07T00:00:00Z,17316.5128,18387.40331,15604.64801
2014-11-14T00:00:00Z,17321.73017,18464.85955,17392.91913
2014-11-21T00:00:00Z,24008.34859,17643.72841,22209.1852
2014-11-28T00:00:00Z,23981.75963,17873.28597,23368.90037
2014-12-05T00:00:00Z,27361.49508,18520.39861,25340.17507
2014-12-12T00:00:00Z,27011.788,20336.05698,25086.64502
2014-12-19T00:00:00Z,30257.47638,23621.87279,30385.79605
2014-12-26T00:00:00Z,30164.66608,24129.4425,30284.08785
2015-01-02T00:00:00Z,29517.3047,22790.53083,31663.61933
2015-01-09T00:00:00Z,29249.09259,23404.97327,31006.2415
2015-01-16T00:00:00Z,31133.01967,25933.31173,32480.81869
2015-01-23T00:00:00Z,29842.59286,27384.25025,31666.55982
2015-01-30T00:00:00Z,23639.03132,28137.23116,26748.08443
2015-02-06T00:00:00Z,24654.17784,28760.1742,27749.42634
2015-02-13T00:00:00Z,28010.53749,27716.76668,27795.05007
2015-02-20T00:00:00Z,27056.2724,27615.90469,30299.16219
2015-02-27T00:00:00Z,25568.50862,26707.55039,27499.07867
2015-03-06T00:00:00Z,24969.77017,25636.08988,27506.77416
2015-03-13T00:00:00Z,21262.07801,24827.21311,23526.5299
2015-03-20T00:00:00Z,16491.96031,22253.99471,19019.26928
2015-03-27T00:00:00Z,16696.64201,20917.07149,18600.84511
2015-04-03T00:00:00Z,17003.26627,21176.57843,19243.88429
2015-04-10T00:00:00Z,15776.13123,18070.56911,16688.34545
2015-04-17T00:00:00Z,15437.70064,15212.48485,16284.05723
2015-04-24T00:00:00Z,15348.00117,15306.50719,14967.23725
2015-05-01T00:00:00Z,15051.9929,13454.59069,14472.55083
2015-05-08T00:00:00Z,13672.04787,13094.07701,13520.67855
2015-05-15T00:00:00Z,11448.70862,13082.30113,12919.16575
2015-05-22T00:00:00Z,13498.0286,13937.47924,14577.51035
2015-05-29T00:00:00Z,12439.35564,16073.72693,14053.25049
2015-06-05T00:00:00Z,12375.74298,16065.33156,13435.60185
2015-06-12T00:00:00Z,15596.75122,19387.3546,16901.05736
2015-06-19T00:00:00Z,20713.58605,21949.88429,20661.17673
2015-06-26T00:00:00Z,29626.98949,25511.61531,30328.84943
2015-07-03T00:00:00Z,29167.05498,25363.84792,31492.75876
2015-07-10T00:00:00Z,26394.56493,24706.16826,29771.77111
2015-07-17T00:00:00Z,24700.47153,24797.71897,28542.02856
2015-07-24T00:00:00Z,23671.97968,24542.38605,26840.50592
2015-07-31T00:00:00Z,19488.70092,23529.51245,22951.54458
2015-08-07T00:00:00Z,18679.07994,22716.75421,21588.55079
2015-08-14T00:00:00Z,18235.96225,20306.94156,21100.97383
2015-08-21T00:00:00Z,15744.32865,18863.6097,17839.64146
2015-08-28T00:00:00Z,15601.29268,16992.47591,17136.25107
2015-09-04T00:00:00Z,15089.50353,18604.30297,16994.87178
2015-09-11T00:00:00Z,15225.69879,19165.45346,17147.61076
2015-09-18T00:00:00Z,15187.85207,17042.82878,17112.62425
2015-09-25T00:00:00Z,14235.21408,16538.29188,16687.81089
2015-10-02T00:00:00Z,13103.31676,14914.55167,15487.34079
2015-10-09T00:00:00Z,11027.40782,12948.48605,13200.76644
2015-10-16T00:00:00Z,11368.26582,12679.09737,13633.18513
2015-10-23T00:00:00Z,13163.63733,13404.35025,14992.41298
2015-10-30T00:00:00Z,19163.31749,15143.99665,21481.83012
2015-11-06T00:00:00Z,20896.88282,16701.85203,22846.3252
2015-11-13T00:00:00Z,23328.01647,22785.65711,26093.95299
2015-11-20T00:00:00Z,29732.02767,25408.96963,31852.20264
2015-11-27T00:00:00Z,29589.15027,29456.62202,33489.5127
2015-12-04T00:00:00Z,27539.83217,34366.35779,30416.17073
2015-12-11T00:00:00Z,25844.4363,35292.76645,29253.33384
2015-12-18T00:00:00Z,21656.40067,30628.26649,25394.41132
2015-12-25T00:00:00Z,21700.92953,28339.636,25443.88716
2016-01-01T00:00:00Z,17906.54013,26385.35331,22063.41677
2016-01-08T00:00:00Z,20496.84253,25985.89114,19796.06809
2016-01-15T00:00:00Z,18410.14363,24196.12599,18719.55461
2016-01-22T00:00:00Z,17726.6025,23707.71364,19056.13152
2016-01-29T00:00:00Z,18112.43695,22490.43156,18874.01006
2016-02-05T00:00:00Z,15066.37699,22843.05974,15487.34363
2016-02-12T00:00:00Z,14801.80357,21379.93545,15247.82504
2016-02-19T00:00:00Z,12327.07153,18847.4946,13694.57667
2016-02-26T00:00:00Z,11579.53513,14200.4245,12043.02783
2016-03-04T00:00:00Z,13236.42212,10836.97101,13565.19293
2016-03-11T00:00:00Z,12907.8174,10409.97831,13174.3339
2016-03-18T00:00:00Z,12954.69112,8402.16056,13231.2311
2016-03-25T00:00:00Z,13870.0747,10283.85991,14591.87719
2016-04-01T00:00:00Z,14058.54698,10297.25156,14134.87855
2016-04-08T00:00:00Z,11392.61155,11076.14153,12479.83098
2016-04-15T00:00:00Z,9402.19004,14535.62609,9943.40692
2016-04-22T00:00:00Z,8918.16707,13812.57569,9456.40316
2016-04-29T00:00:00Z,8658.20039,11913.53092,8655.93475
2016-05-06T00:00:00Z,10567.71673,11118.06624,8960.32238
2016-05-13T00:00:00Z,10234.46592,12886.36777,9970.46755
2016-05-20T00:00:00Z,9577.45764,14235.34129,9720.6147
2016-05-27T00:00:00Z,12393.96024,14453.90405,11571.02106
2016-06-03T00:00:00Z,14258.15156,11206.30943,14621.43678
2016-06-10T00:00:00Z,13535.11393,10444.13158,13389.16543
2016-06-17T00:00:00Z,13362.00617,11349.90693,13741.57467
2016-06-24T00:00:00Z,16001.53121,11652.03729,15402.34722
2016-07-01T00:00:00Z,15822.80858,13279.76915,13941.51203
2016-07-08T00:00:00Z,14638.77676,14463.36314,13290.19287
2016-07-15T00:00:00Z,10054.84844,11684.50484,8810.83738
2016-07-22T00:00:00Z,7646.31087,7282.77381,5954.1935
2016-07-29T00:00:00Z,5102.16453,6749.92132,4426.36952
2016-08-05T00:00:00Z,3473.89048,5406.4963,3698.06864
2016-08-12T00:00:00Z,3778.73335,4624.56649,2566.65729
2016-08-19T00:00:00Z,3650.8719,4428.28889,2795.8416
2016-08-26T00:00:00Z,12180.02374,5997.5949,10295.21718
2016-09-02T00:00:00Z,10846.81166,6356.73614,9064.64151
2016-09-09T00:00:00Z,5118.26598,4662.82463,4324.40711
2016-09-16T00:00:00Z,3868.5284,4431.34957,3107.27629
2016-09-23T00:00:00Z,3766.46621,4278.63253,2987.96887
2016-09-30T00:00:00Z,2467.00188,4094.01119,1713.34008
2016-10-07T00:00:00Z,2101.46947,6671.70343,1219.11687
2016-10-14T00:00:00Z,4321.69654,8155.53138,3373.14842
2016-10-21T00:00:00Z,7995.54121,7139.65487,5590.29696
2016-10-28T00:00:00Z,8474.91809,6839.98912,6547.41202
2016-11-04T00:00:00Z,11272.4662,6233.46102,9162.05966
2016-11-11T00:00:00Z,12637.79809,5283.11182,10047.1874
2016-11-18T00:00:00Z,14961.2299,6825.82622,13277.99481
2016-11-25T00:00:00Z,17968.04104,15554.82613,15731.19867
2016-12-02T00:00:00Z,26704.2135,16550.99568,23245.35451
2016-12-09T00:00:00Z,27472.20987,16361.43107,24893.68748
2016-12-16T00:00:00Z,29217.05565,18145.87649,26583.22675
2016-12-23T00:00:00Z,29073.90839,23190.30784,27359.82572
2016-12-30T00:00:00Z,27654.20366,23057.91801,26887.31129
2017-01-06T00:00:00Z,15749.0396,23608.1041,16066.32174
2017-01-13T00:00:00Z,12494.83428,23845.87255,8573.6387
2017-01-20T00:00:00Z,11639.32753,21929.09535,8178.68292
2017-01-27T00:00:00Z,14640.85592,22601.14038,11274.36397
2017-02-03T00:00:00Z,17200.52755,21513.41882,13836.94007
2017-02-10T00:00:00Z,13355.72018,20615.15336,9977.46364
2017-02-17T00:00:00Z,9092.53419,17194.36877,6503.11849
2017-02-24T00:00:00Z,9195.08509,16335.42251,5853.36491
2017-03-03T00:00:00Z,9481.23989,16465.73373,6566.5956
2017-03-10T00:00:00Z,15104.55957,17587.37152,9787.80387
2017-03-17T00:00:00Z,17043.74686,17724.70461,10868.4212
2017-03-24T00:00:00Z,17117.68482,17868.30212,12476.8696
2017-03-31T00:00:00Z,13773.91495,17729.26438,10198.91266
2017-04-07T00:00:00Z,11884.53698,13883.49911,8330.72883
2017-04-14T00:00:00Z,12186.01696,12789.78111,8571.63808
2017-04-21T00:00:00Z,11351.86838,12216.50993,7822.93282
2017-04-28T00:00:00Z,9433.8554,9760.28511,6133.13472
2017-05-05T00:00:00Z,9629.09374,9672.48158,6170.46872
2017-05-12T00:00:00Z,11245.13803,10207.93764,6865.13927
2017-05-19T00:00:00Z,10585.46297,13096.10722,6602.31657
2017-05-26T00:00:00Z,9951.79217,14488.43724,6361.89937
2017-06-02T00:00:00Z,8006.47059,14137.06432,4433.75586
2017-06-09T00:00:00Z,3965.34282,13059.67317,1592.02717
2017-06-16T00:00:00Z,5275.42283,12236.43806,2026.03352
2017-06-23T00:00:00Z,4952.34033,11149.54387,2142.58442
2017-06-30T00:00:00Z,4344.51199,8838.06177,1187.35288
2017-07-07T00:00:00Z,4326.49557,6775.08768,1346.59057
2017-07-14T00:00:00Z,4467.60543,5182.93709,1509.86081
2017-07-21T00:00:00Z,9408.74933,3222.10501,5557.05997
2017-07-28T00:00:00Z,10127.05925,2992.84474,6176.03253
2017-08-04T00:00:00Z,10443.29313,2430.52743,5750.69186
2017-08-11T00:00:00Z,12518.06806,3750.66641,8010.44879
2017-08-18T00:00:00Z,11738.86359,4112.50826,7327.86443
2017-08-25T00:00:00Z,15926.07422,3844.12054,11106.8366
2017-09-01T00:00:00Z,16723.21254,5040.421,11802.60275
2017-09-08T00:00:00Z,12747.07622,3275.8544,8026.74883
2017-09-15T00:00:00Z,11376.10166,5370.03682,6767.49104
2017-09-22T00:00:00Z,11347.1618,9586.8967,6342.95582
2017-09-29T00:00:00Z,11290.09771,10678.91887,6645.92192
2017-10-06T00:00:00Z,10124.79622,10798.67544,5679.2177
2017-10-13T00:00:00Z,10486.9264,12176.1739,5987.44943
2017-10-20T00:00:00Z,12880.62645,13024.8642,8127.89893
2017-10-27T00:00:00Z,13346.45007,13843.92304,8193.77243
2017-11-03T00:00:00Z,9996.50749,14757.30634,5609.67598
2017-11-10T00:00:00Z,11896.83098,14453.20747,7282.58161
2017-11-17T00:00:00Z,17093.13035,14146.81993,11247.22951
2017-11-24T00:00:00Z,18730.45024,12354.08882,12709.90093
2017-12-01T00:00:00Z,20916.57954,11564.00503,14449.41469
2017-12-08T00:00:00Z,18547.66196,14315.40797,13873.20337
2017-12-15T00:00:00Z,17240.35243,14149.77863,11895.8094
2017-12-22T00:00:00Z,14615.79067,15222.80176,9505.47158
2017-12-29T00:00:00Z,16468.91352,15093.63649,11104.48157
2018-01-05T00:00:00Z,11981.14633,12823.99654,8116.68515
2018-01-12T00:00:00Z,14170.57958,11228.05142,8884.05214
2018-01-19T00:00:00Z,13720.66064,10748.23966,8881.89641
2018-01-26T00:00:00Z,12802.07326,11544.51373,9270.49215
2018-02-02T00:00:00Z,13636.63513,11186.63218,9047.20344
2018-02-09T00:00:00Z,13307.03915,9997.33321,9194.53537
2018-02-16T00:00:00Z,14560.01988,10666.51784,10050.0415
2018-02-23T00:00:00Z,13957.49636,9589.88841,9030.17111
2018-03-02T00:00:00Z,14338.73628,9883.34639,8990.88915
2018-03-09T00:00:00Z,13938.05538,10338.65468,9469.31884
2018-03-16T00:00:00Z,11248.48771,10706.02033,7818.38733
2018-03-23T00:00:00Z,10741.17776,11210.73138,7305.71335
2018-03-30T00:00:00Z,10081.91707,12003.58916,6640.65376
2018-04-06T00:00:00Z,9769.77956,10601.67885,5513.42245
2018-04-13T00:00:00Z,9111.09015,8934.11969,5277.31671
2018-04-20T00:00:00Z,17957.27067,7371.79055,12172.24176
2018-04-27T00:00:00Z,17804.17739,5882.02012,12824.61279
2018-05-04T00:00:00Z,13315.27148,6243.80848,10082.52348
2018-05-11T00:00:00Z,12109.57395,7350.45814,8490.28994
2018-05-18T00:00:00Z,13588.22671,7372.69404,9787.36324
2018-05-25T00:00:00Z,14567.56069,7871.12135,9379.11694
2018-06-01T00:00:00Z,12347.69187,10325.73073,8464.71198
2018-06-08T00:00:00Z,11027.69052,12896.30686,7680.20512
2018-06-15T00:00:00Z,8260.27187,10501.61603,5106.30514
2018-06-22T00:00:00Z,7544.50453,7883.89768,4484.36175
2018-06-29T00:00:00Z,6089.09939,8254.31548,3537.78622
2018-07-06T00:00:00Z,4946.13981,6545.34568,2870.18108
2018-07-13T00:00:00Z,6086.45851,7276.83306,3547.7157
2018-07-20T00:00:00Z,8244.81809,8009.84036,5614.31487
2018-07-27T00:00:00Z,12330.70657,8570.20627,10179.43079
2018-08-03T00:00:00Z,15425.07755,8959.6438,10937.87042
2018-08-10T00:00:00Z,13744.09346,8649.26118,8981.25057
2018-08-17T00:00:00Z,13933.29881,8304.87909,7935.86636
2018-08-24T00:00:00Z,7518.56282,9832.84461,5225.41311
2018-08-31T00:00:00Z,5539.21821,9021.58241,4170.80362
2018-09-07T00:00:00Z,4830.25077,6293.4853,3503.49879
2018-09-14T00:00:00Z,5572.59365,6363.38063,2914.1372
2018-09-21T00:00:00Z,8780.06779,7221.76571,5486.23482
2018-09-28T00:00:00Z,14837.30971,6554.28572,10220.27544
2018-10-05T00:00:00Z,20808.13763,6237.21678,15304.78464
2018-10-12T00:00:00Z,20277.02595,6711.52411,16049.14535
2018-10-19T00:00:00Z,16404.32685,11461.01834,14584.84373
2018-10-26T00:00:00Z,24425.26127,19629.61365,19100.62682
2018-11-02T00:00:00Z,22952.08504,20244.78135,19451.44437
2018-11-09T00:00:00Z,23087.32703,20111.61924,20053.59892
2018-11-16T00:00:00Z,23122.12091,19624.57905,18934.78
2018-11-23T00:00:00Z,23753.99043,20030.29987,20385.9014
2018-11-30T00:00:00Z,23249.35788,22726.2485,19590.26408
2018-12-07T00:00:00Z,31808.846,23221.36393,27970.27883
2018-12-14T00:00:00Z,39363.21811,28154.34308,35074.55877
2018-12-21T00:00:00Z,39781.65724,30327.3539,35572.745
2018-12-28T00:00:00Z,38472.156,30483.87075,34868.03721
2019-01-04T00:00:00Z,34957.59647,28655.8717,32107.18523
2019-01-11T00:00:00Z,32931.17023,28429.86941,30534.68104
2019-01-18T00:00:00Z,31366.30561,29355.52162,28535.56823
2019-01-25T00:00:00Z,32214.28283,33324.81356,29800.06052
2019-02-01T00:00:00Z,32329.05928,37757.87146,30902.69853
2019-02-08T00:00:00Z,29587.53349,38135.50713,27293.36333
2019-02-15T00:00:00Z,25476.62577,37126.465,25228.83638
2019-02-22T00:00:00Z,15349.18723,32738.5329,14503.34147
2019-03-01T00:00:00Z,10444.86582,17419.10089,10734.05376
2019-03-08T00:00:00Z,7482.08889,11118.32158,6945.92367
2019-03-15T00:00:00Z,6443.0307,11687.41825,5939.77637
2019-03-22T00:00:00Z,7407.09094,11801.95251,6854.88816
2019-03-29T00:00:00Z,7470.34982,11934.72584,6926.52209
2019-04-05T00:00:00Z,7381.06169,5531.31356,5949.61682
2019-04-12T00:00:00Z,7210.52326,6806.87341,6225.45507
2019-04-19T00:00:00Z,7380.24606,6696.70717,6415.44226
2019-04-26T00:00:00Z,6581.839,6949.73734,6054.4101
2019-05-03T00:00:00Z,6199.86283,7197.59731,5750.61911
2019-05-10T00:00:00Z,6976.25788,7315.93841,6525.98657
2019-05-17T00:00:00Z,9365.62159,7196.27617,8324.58093
2019-05-24T00:00:00Z,11412.76069,5254.55746,9826.73391
2019-05-31T00:00:00Z,13791.84626,5519.90534,13139.1329
2019-06-07T00:00:00Z,14725.27439,6172.7521,13654.02216
